movement_source_key,product_id,movement_datetime,movement_type,quantity_change,source_type,source_id,reason_code,recorded_by
MOV-POS-20240427-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-27T17:00:00+10:00,USE,-10.750000,POS_SALE,POS-20240427-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240427-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-27T17:00:00+10:00,USE,-0.774000,POS_SALE,POS-20240427-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240427-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-27T17:00:00+10:00,USE,-3.400000,POS_SALE,POS-20240427-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-27-MILK_FULL,MILK_FULL,2024-04-27T17:30:00+10:00,WASTE,-0.217000,WASTE_LOG,WASTE-2024-04-27-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-27-MILK_OAT,MILK_OAT,2024-04-27T17:30:00+10:00,WASTE,-0.109000,WASTE_LOG,WASTE-2024-04-27-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-27-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-27T17:30:00+10:00,WASTE,-0.013000,WASTE_LOG,WASTE-2024-04-27-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-27-CROISSANT,CROISSANT,2024-04-27T17:30:00+10:00,WASTE,-2.000000,WASTE_LOG,WASTE-2024-04-27-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-POS-20240428-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-28T17:00:00+10:00,USE,-43.000000,POS_SALE,POS-20240428-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240428-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-28T17:00:00+10:00,USE,-26.000000,POS_SALE,POS-20240428-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240428-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-28T17:00:00+10:00,USE,-12.000000,POS_SALE,POS-20240428-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240428-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-28T17:00:00+10:00,USE,-8.280000,POS_SALE,POS-20240428-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240428-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-28T17:00:00+10:00,USE,-1.242000,POS_SALE,POS-20240428-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240428-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-28T17:00:00+10:00,USE,-4.000000,POS_SALE,POS-20240428-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240428-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-28T17:00:00+10:00,USE,-5.000000,POS_SALE,POS-20240428-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240428-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-28T17:00:00+10:00,USE,-0.540000,POS_SALE,POS-20240428-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240428-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-28T17:00:00+10:00,USE,-8.750000,POS_SALE,POS-20240428-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240428-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-28T17:00:00+10:00,USE,-0.630000,POS_SALE,POS-20240428-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240428-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-28T17:00:00+10:00,USE,-2.800000,POS_SALE,POS-20240428-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-28-MILK_FULL,MILK_FULL,2024-04-28T17:30:00+10:00,WASTE,-0.214000,WASTE_LOG,WASTE-2024-04-28-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-28-MILK_OAT,MILK_OAT,2024-04-28T17:30:00+10:00,WASTE,-0.125000,WASTE_LOG,WASTE-2024-04-28-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-28-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-28T17:30:00+10:00,WASTE,-0.008000,WASTE_LOG,WASTE-2024-04-28-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-28-CROISSANT,CROISSANT,2024-04-28T17:30:00+10:00,WASTE,-2.000000,WASTE_LOG,WASTE-2024-04-28-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-GRI-POI-PO-2024-04-27-2024-04-29-SUP_A-CROISSANT,CROISSANT,2024-04-29T08:00:00+10:00,RECEIVE,26.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-27-2024-04-29-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-27-2024-04-29-SUP_B-MILK_FULL,MILK_FULL,2024-04-29T08:00:00+10:00,RECEIVE,16.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-27-2024-04-29-SUP_B-MILK_FULL,,Manager
MOV-GRI-POI-PO-2024-04-27-2024-04-29-SUP_B-MILK_OAT,MILK_OAT,2024-04-29T08:00:00+10:00,RECEIVE,12.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-27-2024-04-29-SUP_B-MILK_OAT,,Manager
MOV-GRI-POI-PO-2024-04-28-2024-04-29-SUP_A-CROISSANT,CROISSANT,2024-04-29T08:00:00+10:00,RECEIVE,20.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-28-2024-04-29-SUP_A-CROISSANT,,Manager
MOV-POS-20240429-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-29T17:00:00+10:00,USE,-24.000000,POS_SALE,POS-20240429-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240429-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-29T17:00:00+10:00,USE,-6.000000,POS_SALE,POS-20240429-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240429-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-29T17:00:00+10:00,USE,-10.000000,POS_SALE,POS-20240429-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240429-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-29T17:00:00+10:00,USE,-8.400000,POS_SALE,POS-20240429-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240429-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-29T17:00:00+10:00,USE,-1.260000,POS_SALE,POS-20240429-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240429-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-29T17:00:00+10:00,USE,-3.166667,POS_SALE,POS-20240429-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240429-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-29T17:00:00+10:00,USE,-3.666667,POS_SALE,POS-20240429-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240429-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-29T17:00:00+10:00,USE,-0.396000,POS_SALE,POS-20240429-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240429-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-29T17:00:00+10:00,USE,-8.750000,POS_SALE,POS-20240429-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240429-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-29T17:00:00+10:00,USE,-0.630000,POS_SALE,POS-20240429-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240429-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-29T17:00:00+10:00,USE,-2.400000,POS_SALE,POS-20240429-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-29-MILK_FULL,MILK_FULL,2024-04-29T17:30:00+10:00,WASTE,-0.117000,WASTE_LOG,WASTE-2024-04-29-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-29-MILK_OAT,MILK_OAT,2024-04-29T17:30:00+10:00,WASTE,-0.058000,WASTE_LOG,WASTE-2024-04-29-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-29-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-29T17:30:00+10:00,WASTE,-0.015000,WASTE_LOG,WASTE-2024-04-29-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-29-CROISSANT,CROISSANT,2024-04-29T17:30:00+10:00,WASTE,-1.000000,WASTE_LOG,WASTE-2024-04-29-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-GRI-POI-PO-2024-04-29-2024-04-30-SUP_A-CROISSANT,CROISSANT,2024-04-30T08:00:00+10:00,RECEIVE,20.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-29-2024-04-30-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-29-2024-04-30-SUP_B-MILK_FULL,MILK_FULL,2024-04-30T08:00:00+10:00,RECEIVE,18.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-29-2024-04-30-SUP_B-MILK_FULL,,Manager
MOV-GRI-POI-PO-2024-04-29-2024-04-30-SUP_B-MILK_OAT,MILK_OAT,2024-04-30T08:00:00+10:00,RECEIVE,13.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-29-2024-04-30-SUP_B-MILK_OAT,,Manager
MOV-POS-20240430-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-30T17:00:00+10:00,USE,-32.000000,POS_SALE,POS-20240430-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240430-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-30T17:00:00+10:00,USE,-10.000000,POS_SALE,POS-20240430-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240430-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-30T17:00:00+10:00,USE,-15.000000,POS_SALE,POS-20240430-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240430-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-30T17:00:00+10:00,USE,-9.840000,POS_SALE,POS-20240430-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240430-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-30T17:00:00+10:00,USE,-1.476000,POS_SALE,POS-20240430-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240430-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-30T17:00:00+10:00,USE,-3.666667,POS_SALE,POS-20240430-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240430-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-30T17:00:00+10:00,USE,-4.833333,POS_SALE,POS-20240430-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240430-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-30T17:00:00+10:00,USE,-0.522000,POS_SALE,POS-20240430-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240430-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-30T17:00:00+10:00,USE,-10.500000,POS_SALE,POS-20240430-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240430-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-30T17:00:00+10:00,USE,-0.756000,POS_SALE,POS-20240430-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240430-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-30T17:00:00+10:00,USE,-3.200000,POS_SALE,POS-20240430-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-30-MILK_FULL,MILK_FULL,2024-04-30T17:30:00+10:00,WASTE,-0.235000,WASTE_LOG,WASTE-2024-04-30-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-30-MILK_OAT,MILK_OAT,2024-04-30T17:30:00+10:00,WASTE,-0.074000,WASTE_LOG,WASTE-2024-04-30-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-30-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-30T17:30:00+10:00,WASTE,-0.011000,WASTE_LOG,WASTE-2024-04-30-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-30-CROISSANT,CROISSANT,2024-04-30T17:30:00+10:00,WASTE,-1.000000,WASTE_LOG,WASTE-2024-04-30-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
